flashcard_id,question,answer,english
84c544b2-b5d8-4792-827a-8bb7d009ffb0,彼は日本語が上手です____、英語はあまり話せません。,でも,"He is good at Japanese, but he can't speak English very well."
84c544b2-b5d8-4792-827a-8bb7d009ffb0,この映画は面白い____、少し長いです。,でも,"This movie is interesting, but it's a bit long."
19da75de-de98-496c-8c2a-0e1ea4454683,今日は雨が降っています。____、外に行きません。,では,"It's raining today. So, I won't go outside."
19da75de-de98-496c-8c2a-0e1ea4454683,宿題をしましたか？____、まだ終わっていません。,では,"Did you do your homework? Well, I haven't finished it yet."
19da75de-de98-496c-8c2a-0e1ea4454683,明日、映画を見ます。____、楽しみにしています。,では,"I'm going to watch a movie tomorrow. Then, I'm looking forward to it."
e1318cd0-0a3f-4e9e-9e8c-fda4600ad1a4,彼は日本人ですが、私も____です。,も,"He is Japanese, and I am Japanese too."
e1318cd0-0a3f-4e9e-9e8c-fda4600ad1a4,私はサッカーが好きですが、彼女も____です。,も,"I like soccer, and she likes it too."
e1318cd0-0a3f-4e9e-9e8c-fda4600ad1a4,この本は面白いですが、あの本も____です。,も,"This book is interesting, and that book is interesting too."
e00b982d-4ee1-497a-8f57-a8c53788afd0,彼は学生ですか？____。,そう; そうです,"Is he a student? Yes, that's right."
e00b982d-4ee1-497a-8f57-a8c53788afd0,明日は雨が降ると聞きました。____。,そう; そうです,I heard it will rain tomorrow. It seems that way.
e00b982d-4ee1-497a-8f57-a8c53788afd0,この映画は面白いですか？____。,そう; そうです,"Is this movie interesting? Yes, that's right."
1f0e7895-4edb-44f9-a308-bf14cee2e3de,今日は晴れていますが、____雨が降るかもしれません。,しかし,"It is sunny today, but it might rain."
1f0e7895-4edb-44f9-a308-bf14cee2e3de,彼は日本語が上手です、____英語はあまり話せません。,しかし,"He is good at Japanese, but he can't speak English very well."
1f0e7895-4edb-44f9-a308-bf14cee2e3de,私は本が好きです、____映画はあまり見ません。,しかし,"I like books, but I don’t watch movies much."
8a4e3d60-9c0e-4d0b-8461-55b4aedae705,田中さんの____はとても優しいです。,奥さん,Mr. Tanaka's wife is very kind.
8a4e3d60-9c0e-4d0b-8461-55b4aedae705,彼の____は日本人です。,奥さん,His wife is Japanese.
8a4e3d60-9c0e-4d0b-8461-55b4aedae705,私の友達の____が来ます。,奥さん,My friend's wife is coming.
4b032c35-2e19-40c1-90e0-fb7aa2dc78d7,今日はいい天気ですね。,ね,"It's nice weather today, isn't it?"
4b032c35-2e19-40c1-90e0-fb7aa2dc78d7,この映画は面白いですね。,ね,"This movie is interesting, right?"
4b032c35-2e19-40c1-90e0-fb7aa2dc78d7,あなたも行きますね。,ね,"You are going too, eh?"
b6cdf8e6-6c31-457d-878a-e90b26335638,彼は学生なんです。,んです,He is a student.
b6cdf8e6-6c31-457d-878a-e90b26335638,明日、雨が降るんです。,んです,It will rain tomorrow.
b6cdf8e6-6c31-457d-878a-e90b26335638,これは私の本なんです。,んです,This is my book.
2206942f-c43a-4e18-afbd-b68696ab3269,彼は____来るでしょう。,多分,He will probably come.
2206942f-c43a-4e18-afbd-b68696ab3269,明日は____雨が降るかもしれません。,多分,It may rain tomorrow.
2206942f-c43a-4e18-afbd-b68696ab3269,この映画は____面白いと思います。,多分,I think this movie is probably interesting.
f19a5e2d-4073-4a06-8010-17003590d507,私は本を読みます。____、音楽を聞きます。,そうして; そして,"I read a book. And then, I listen to music."
f19a5e2d-4073-4a06-8010-17003590d507,彼は日本語を勉強します。____、英語も勉強します。,そうして; そして,"He studies Japanese. And then, he studies English."
f19a5e2d-4073-4a06-8010-17003590d507,私は朝ごはんを食べました。____、学校に行きました。,そうして; そして,"I ate breakfast. And then, I went to school."
9788d7ea-6ba8-46e9-955a-af7d42f78867,私は毎日____を書きます。,作文,I write an essay every day.
9788d7ea-6ba8-46e9-955a-af7d42f78867,先生は私の____を見てくれました。,作文,The teacher looked at my essay.
9788d7ea-6ba8-46e9-955a-af7d42f78867,明日、学校で____を提出します。,作文,I will submit my essay at school tomorrow.
2392cfe8-fdc0-494a-9f01-2b2535ddc843,この本はテーブルの上に____。,てある,This book is on the table.
2392cfe8-fdc0-494a-9f01-2b2535ddc843,ドアは開いて____。,てある,The door is open.
2392cfe8-fdc0-494a-9f01-2b2535ddc843,彼の部屋にはおもちゃがたくさん____。,てある,There are many toys in his room.
11063a7f-71c3-45b0-9387-9334368fd541,私は昼ごはんを____。,にする,I will decide on lunch.
11063a7f-71c3-45b0-9387-9334368fd541,彼は新しい車を____。,にする,He will choose a new car.
11063a7f-71c3-45b0-9387-9334368fd541,私たちは旅行の場所を____。,にする,We will decide on the travel destination.
fd696251-cc6a-4e23-929e-7c7ccaf08fc2,この仕事は____時間がかかります。,かかる,This job takes three hours.
fd696251-cc6a-4e23-929e-7c7ccaf08fc2,映画を見るのに____円かかります。,かかる,It costs a thousand yen to watch the movie.
fd696251-cc6a-4e23-929e-7c7ccaf08fc2,家まで____分かかります。,かかる,It takes ten minutes to get home.
85c8c511-d671-4838-aa90-35aabdd39a66,この映画は____面白いです。,すぎ,This movie is too interesting.
85c8c511-d671-4838-aa90-35aabdd39a66,彼は勉強を____しています。,すぎ,He studies too much.
85c8c511-d671-4838-aa90-35aabdd39a66,今日は寒____です。,すぎ,Today is too cold.
0274ce56-59c7-488d-aa79-475da89f096a,学校の後で____に行きます。,後,I will go to my friend after school.
0274ce56-59c7-488d-aa79-475da89f096a,晩ご飯の後に____をします。,後,I will watch TV after dinner.
0274ce56-59c7-488d-aa79-475da89f096a,仕事の後で____に行きたいです。,後,I want to go shopping after work.
cf87c2e5-cd5e-4220-b38a-0305913b22ef,彼は____です。,学生,He is a student.
cf87c2e5-cd5e-4220-b38a-0305913b22ef,私は毎日____に行きます。,学生,I go to school every day as a student.
cf87c2e5-cd5e-4220-b38a-0305913b22ef,彼女は日本の____です。,学生,She is a student in Japan.
1e118b81-6e1b-4b53-9f44-caf1748c8def,朝ごはんを食べました。____、学校に行きました。,それから,"I had breakfast. And then, I went to school."
1e118b81-6e1b-4b53-9f44-caf1748c8def,本を読みました。____、友達に会いました。,それから,"I read a book. And then, I met my friend."
1e118b81-6e1b-4b53-9f44-caf1748c8def,映画を見ました。____、家に帰りました。,それから,"I watched a movie. And then, I went home."
abe32a3a-1853-4376-a865-06558ad19414,あなたは学生ですか____先生ですか。,か〜か,Are you a student or a teacher?
abe32a3a-1853-4376-a865-06558ad19414,これは本ですか____雑誌ですか。,か〜か,Is this a book or a magazine?
abe32a3a-1853-4376-a865-06558ad19414,彼は日本に行きますか____韓国に行きますか。,か〜か,Is he going to Japan or to Korea?
374d23a8-c765-4bff-a625-cb1387b85bd5,彼は先生に____。,なる,He will become a teacher.
374d23a8-c765-4bff-a625-cb1387b85bd5,彼女は歌手に____。,なる,She will become a singer.
374d23a8-c765-4bff-a625-cb1387b85bd5,私は大人に____。,なる,I will become an adult.
cff4d38c-13d8-4942-8413-dc195b4ee3ed,彼女は大人に____。,なる,She will become an adult.
cff4d38c-13d8-4942-8413-dc195b4ee3ed,僕は歌手に____。,なる,I will become a singer.
cff4d38c-13d8-4942-8413-dc195b4ee3ed,日本語の先生に____。,なる,I will become a Japanese teacher.
29cec996-4870-4f61-8e67-ce4d956273ba,あの____は学生です。,人,That person is a student.
29cec996-4870-4f61-8e67-ce4d956273ba,公園にたくさんの____がいます。,人,There are many people in the park.
29cec996-4870-4f61-8e67-ce4d956273ba,私の友達はいい____です。,人,My friend is a good person.
19025bf5-2129-453b-83b6-471ac9223708,新しい仕事の____は難しいです。,初め; 始め,The start of a new job is difficult.
19025bf5-2129-453b-83b6-471ac9223708,学校の____は四月です。,初め; 始め,The beginning of school is in April.
19025bf5-2129-453b-83b6-471ac9223708,彼の____はとても大切です。,初め; 始め,His beginning is very important.
2a3bdd1d-1ee2-47e6-accf-702b1c0513d7,今日は雨が降っていますが、____行きます。,しかし,"It is raining today, however, I will go."
2a3bdd1d-1ee2-47e6-accf-702b1c0513d7,彼は日本語が上手です。____英語はあまり話せません。,しかし,"He is good at Japanese, but he cannot speak English very well."
2a3bdd1d-1ee2-47e6-accf-702b1c0513d7,この本は面白いです。____少し難しいです。,しかし,"This book is interesting, however, it is a little difficult."
53307bd4-4f50-4d0b-aa66-e00bcf186d42,私は毎日____に昼ごはんを食べます。,昼,I eat lunch every day at noon.
53307bd4-4f50-4d0b-aa66-e00bcf186d42,____に友達と公園に行きます。,昼,I go to the park with my friends in the daytime.
53307bd4-4f50-4d0b-aa66-e00bcf186d42,____はとても暑いです。,昼,It is very hot at noon.
6925fe03-217d-483e-810b-716c88ecaf7d,私の____はとても優しいです。,先生,My teacher is very kind.
6925fe03-217d-483e-810b-716c88ecaf7d,____は日本語を教えています。,先生,The teacher is teaching Japanese.
6925fe03-217d-483e-810b-716c88ecaf7d,学校で____に会いました。,先生,I met my teacher at school.
516dd849-72b3-4ca6-abc4-a33d084ac161,彼は____を使って音楽を録音します。,テープレコーダー,He uses a tape recorder to record music.
516dd849-72b3-4ca6-abc4-a33d084ac161,私の友達は____を持っています。,テープレコーダー,My friend has a tape recorder.
516dd849-72b3-4ca6-abc4-a33d084ac161,授業で____を使います。,テープレコーダー,We use a tape recorder in class.
29c24e0a-6600-4940-8bd8-3b8bb91e82de,私の____のバスは何時ですか。,次,What time is my next bus?
29c24e0a-6600-4940-8bd8-3b8bb91e82de,____のページを見てください。,次,Please look at the next page.
29c24e0a-6600-4940-8bd8-3b8bb91e82de,彼は____の試合に勝ちました。,次,He won the next match.
b6047a5a-8726-4dea-b357-4d7ecf3a17af,毎晩、私は____を見ます。,テレビ,I watch TV every night.
b6047a5a-8726-4dea-b357-4d7ecf3a17af,彼は新しい____を買いました。,テレビ,He bought a new TV.
b6047a5a-8726-4dea-b357-4d7ecf3a17af,____を見ながら、夕ご飯を食べます。,テレビ,I eat dinner while watching TV.
3e4e805c-c8b7-4682-8ae0-3cac3a6ee84c,彼の____は田中です。,名前,His name is Tanaka.
3e4e805c-c8b7-4682-8ae0-3cac3a6ee84c,あなたの____は何ですか？,名前,What is your name?
3e4e805c-c8b7-4682-8ae0-3cac3a6ee84c,私の____は山田です。,名前,My name is Yamada.
70c85760-9907-4790-b041-06f290d1005f,あの店は____ですか？,そっち,Is that store over there?
70c85760-9907-4790-b041-06f290d1005f,____に行きましょう。,そっち,Let's go that way.
70c85760-9907-4790-b041-06f290d1005f,____に座ってください。,そっち,Please sit over there.
c4c6e435-0c9a-4c17-8ab3-10fcd3e744e9,彼は面白い____をします。,話,He tells an interesting story.
c4c6e435-0c9a-4c17-8ab3-10fcd3e744e9,友達と____をしました。,話,I had a chat with my friend.
c4c6e435-0c9a-4c17-8ab3-10fcd3e744e9,この本には面白い____があります。,話,This book has an interesting story.
f72f9754-264a-4585-8eb1-8c2bd3a9e275,あなたは学生____。,か,Are you a student?
f72f9754-264a-4585-8eb1-8c2bd3a9e275,これは何____。,か,What is this?
f72f9754-264a-4585-8eb1-8c2bd3a9e275,明日、行きます____。,か,Are you going tomorrow?
3f65aa26-259c-4e78-a034-ee8730d12b36,この____はとても安いです。,店,This shop is very cheap.
3f65aa26-259c-4e78-a034-ee8730d12b36,あの____でお菓子を買いました。,店,I bought sweets at that store.
3f65aa26-259c-4e78-a034-ee8730d12b36,近くに新しい____が開きました。,店,A new shop opened nearby.
df635160-d335-4acb-a0ae-d09df4a0dda0,友達と____に行きます。,公園,I will go to the park with my friend.
df635160-d335-4acb-a0ae-d09df4a0dda0,子供たちは____で遊んでいます。,公園,The children are playing in the park.
df635160-d335-4acb-a0ae-d09df4a0dda0,毎朝、____を散歩します。,公園,I take a walk in the park every morning.
e2914662-f6fc-46ab-b0ec-6cf7a17bbbd2,私の家族は____で旅行します。,飛行機,My family travels by airplane.
e2914662-f6fc-46ab-b0ec-6cf7a17bbbd2,明日、____に乗ります。,飛行機,"Tomorrow, I will board an airplane."
e2914662-f6fc-46ab-b0ec-6cf7a17bbbd2,彼は____が好きです。,飛行機,He likes airplanes.
4b4f2052-ec9d-4f82-8318-bd0fbd440ad4,彼は新しい____を買いました。,カメラ,He bought a new camera.
4b4f2052-ec9d-4f82-8318-bd0fbd440ad4,この____はとても高いです。,カメラ,This camera is very expensive.
4b4f2052-ec9d-4f82-8318-bd0fbd440ad4,友達と____で写真を撮ります。,カメラ,I take pictures with a camera with my friends.
ee047bb2-c2ff-4cb1-825e-1987ad444f20,____、私は友達に会いました。,今朝,"This morning, I met a friend."
ee047bb2-c2ff-4cb1-825e-1987ad444f20,____、雨が降りました。,今朝,It rained this morning.
ee047bb2-c2ff-4cb1-825e-1987ad444f20,____、私は早く起きました。,今朝,I woke up early this morning.
2e95eff3-7532-4902-a7ee-edc814356c46,彼は毎日本を読みます。,本,He reads a book every day.
2e95eff3-7532-4902-a7ee-edc814356c46,図書館で____を借りました。,本,I borrowed a book from the library.
2e95eff3-7532-4902-a7ee-edc814356c46,私の____は面白いです。,本,My book is interesting.
1dc034f7-375c-4046-a473-ccde281321d0,来年、私は日本に____。,来年,"Next year, I will go to Japan."
1dc034f7-375c-4046-a473-ccde281321d0,彼は来年____を買います。,来年,He will buy a car next year.
1dc034f7-375c-4046-a473-ccde281321d0,来年、私たちは____をします。,来年,We will travel next year.
6bda917a-af80-4013-9ae7-1862ddbe5e84,私は____にいます。,うち,I am at home.
6bda917a-af80-4013-9ae7-1862ddbe5e84,彼は____に帰ります。,うち,He returns home.
6bda917a-af80-4013-9ae7-1862ddbe5e84,私の____は大きいです。,うち,My house is big.
c67776a9-849a-47f3-8323-e230f2db7618,彼の点数は____です。,ゼロ,His score is zero.
c67776a9-849a-47f3-8323-e230f2db7618,私の財布には____円しかありません。,ゼロ,I have only zero yen in my wallet.
c67776a9-849a-47f3-8323-e230f2db7618,この問題の答えは____です。,ゼロ,The answer to this problem is zero.
30efca38-8ad9-4774-a77e-a824562a670b,明日は新しい____があります。,授業,There is a new class tomorrow.
30efca38-8ad9-4774-a77e-a824562a670b,彼は毎日____に行きます。,授業,He goes to class every day.
30efca38-8ad9-4774-a77e-a824562a670b,私の好きな____は英語です。,授業,My favorite class is English.
0349cadc-b8e3-4afa-807e-f620a316aa35,明日は____です。,明日,Tomorrow is Sunday.
0349cadc-b8e3-4afa-807e-f620a316aa35,私は____学校に行きます。,明日,I will go to school tomorrow.
0349cadc-b8e3-4afa-807e-f620a316aa35,____、友達に会います。,明日,I will meet my friend tomorrow.
72bc754d-c144-4694-89b5-7aadc549ee2e,彼は____です。,生徒,He is a student.
72bc754d-c144-4694-89b5-7aadc549ee2e,私の____は日本語を勉強しています。,生徒,My student is studying Japanese.
72bc754d-c144-4694-89b5-7aadc549ee2e,教室にはたくさんの____がいます。,生徒,There are many students in the classroom.
e7391692-b919-406a-bd17-fff4112b060d,彼は____が上手です。,英語,He is good at English.
e7391692-b919-406a-bd17-fff4112b060d,私の友達は____を勉強しています。,英語,My friend is studying English.
e7391692-b919-406a-bd17-fff4112b060d,____の本を読みます。,英語,I read an English book.
956f9c59-8c9a-4eaf-9f16-3172822dd85a,あなたは____をしますか？,何,What will you do?
956f9c59-8c9a-4eaf-9f16-3172822dd85a,____を見たいです。,何,I want to see what.
956f9c59-8c9a-4eaf-9f16-3172822dd85a,これは____ですか？,何,What is this?
087c32a5-9ed8-4f72-a4ed-a8b7fa7cb85b,明日、友達と____に行きます。,ホテル,"Tomorrow, I will go to the hotel with my friend."
087c32a5-9ed8-4f72-a4ed-a8b7fa7cb85b,この____はとても高いです。,ホテル,This hotel is very expensive.
087c32a5-9ed8-4f72-a4ed-a8b7fa7cb85b,私の家の近くに新しい____があります。,ホテル,There is a new hotel near my house.
d9998789-2ab3-48dc-af78-707366bfb603,日本語の本には____がたくさんあります。,平仮名,There are many hiragana in Japanese books.
d9998789-2ab3-48dc-af78-707366bfb603,子供は____を勉強しています。,平仮名,The child is studying hiragana.
d9998789-2ab3-48dc-af78-707366bfb603,____を使って言葉を書きます。,平仮名,I write words using hiragana.
929ff86e-4c3b-4a6f-8fab-2d35c45886e3,学校の____は二階にあります。,トイレ,The bathroom at school is on the second floor.
929ff86e-4c3b-4a6f-8fab-2d35c45886e3,友達は____に行きました。,トイレ,My friend went to the bathroom.
929ff86e-4c3b-4a6f-8fab-2d35c45886e3,家の____はとてもきれいです。,トイレ,The bathroom in my house is very clean.
3c4f6286-6ccd-40b8-9898-79017546bacf,毎朝、私は____を見ます。,ポスト,"Every morning, I see the mailbox."
3c4f6286-6ccd-40b8-9898-79017546bacf,手紙を____に入れました。,ポスト,I put the letter in the mailbox.
3c4f6286-6ccd-40b8-9898-79017546bacf,学校の近くに____があります。,ポスト,There is a mailbox near the school.
83f191c9-9036-4167-829e-671aac174c20,この料理は____ですか？,いかが,How is this dish?
83f191c9-9036-4167-829e-671aac174c20,あなたの気分は____ですか？,いかが,How do you feel?
83f191c9-9036-4167-829e-671aac174c20,この本は____ですか？,いかが,How is this book?
6994f12d-6a5f-47d7-8671-bba09edab222,彼は____を使っています。,辞書,He is using a dictionary.
6994f12d-6a5f-47d7-8671-bba09edab222,私は____を買いました。,辞書,I bought a dictionary.
6994f12d-6a5f-47d7-8671-bba09edab222,____はとても役に立ちます。,辞書,A dictionary is very helpful.
232b4c2a-a106-4ce8-b822-ce2a063eb3ad,彼は____に行きます。,学校,He goes to school.
232b4c2a-a106-4ce8-b822-ce2a063eb3ad,私の友達は____で勉強しています。,学校,My friend is studying at school.
232b4c2a-a106-4ce8-b822-ce2a063eb3ad,毎日、____へ行きます。,学校,I go to school every day.
f49f81d8-3ecd-45bb-85eb-a09acb3f3d25,明日は新しい____があります。,クラス,There is a new class tomorrow.
f49f81d8-3ecd-45bb-85eb-a09acb3f3d25,私の____はとても楽しいです。,クラス,My class is very fun.
f49f81d8-3ecd-45bb-85eb-a09acb3f3d25,彼は数学の____に行きます。,クラス,He goes to math class.
b9f4753f-8963-4214-a35c-ec16fe96d949,毎朝、テレビで____を見ます。,ニュース,I watch the news on TV every morning.
b9f4753f-8963-4214-a35c-ec16fe96d949,友達と____について話しました。,ニュース,I talked with my friend about the news.
b9f4753f-8963-4214-a35c-ec16fe96d949,____を読むのが好きです。,ニュース,I like reading the news.
b9a8cb79-3ffd-40b6-9a3d-e37648920d2d,彼は自分の____について話しました。,国,He talked about his country.
b9a8cb79-3ffd-40b6-9a3d-e37648920d2d,私の____は日本です。,国,My country is Japan.
b9a8cb79-3ffd-40b6-9a3d-e37648920d2d,あなたの____はどこですか？,国,Where is your country?
691db9eb-44bb-4d83-9421-ed396ca0592b,これは私____本です。,の,This is my book.
691db9eb-44bb-4d83-9421-ed396ca0592b,彼女は友達____家にいます。,の,She is at her friend's house.
691db9eb-44bb-4d83-9421-ed396ca0592b,あの犬は田中さん____犬です。,の,That dog is Mr. Tanaka's dog.
8f0273d6-3fe7-4482-a149-8acbb23c3d6f,先生に____をしました。,質問,I asked the teacher a question.
8f0273d6-3fe7-4482-a149-8acbb23c3d6f,彼は____がたくさんあります。,質問,He has many questions.
8f0273d6-3fe7-4482-a149-8acbb23c3d6f,クラスで____を聞きました。,質問,I asked a question in class.
2c2b6157-7a60-4d92-a819-35339139019b,彼は新しい____に行きます。,教室,He goes to the new classroom.
2c2b6157-7a60-4d92-a819-35339139019b,私たちは____で勉強します。,教室,We study in the classroom.
2c2b6157-7a60-4d92-a819-35339139019b,この____はとても静かです。,教室,This classroom is very quiet.
11bcefb2-b03a-4ecf-9cf3-ed852050b5bd,あの店は____ですか？,あそこ,Is that store over there?
11bcefb2-b03a-4ecf-9cf3-ed852050b5bd,彼は____にいます。,あそこ,He is over there.
11bcefb2-b03a-4ecf-9cf3-ed852050b5bd,私たちは____で会いましょう。,あそこ,Let's meet over there.
cfae17d0-dbf7-4f79-9117-04a301929923,____は学生ですか。,あなた,Are you a student?
cfae17d0-dbf7-4f79-9117-04a301929923,____の名前は何ですか。,あなた,What is your name?
cfae17d0-dbf7-4f79-9117-04a301929923,今日は____と遊びます。,あなた,I will play with you today.
02e37628-fc48-4d0e-b363-1151a8a902ff,____行きますか？,いつ,When are you going?
02e37628-fc48-4d0e-b363-1151a8a902ff,____宿題をしますか？,いつ,When will you do your homework?
02e37628-fc48-4d0e-b363-1151a8a902ff,____彼に会いますか？,いつ,When will you meet him?
74602de4-b391-4de2-8689-65537af4ba7d,あなたは____が好きですか？,どちら,Which one do you like?
74602de4-b391-4de2-8689-65537af4ba7d,この二つの中で____を選んでください。,どちら,Please choose which one from these two.
74602de4-b391-4de2-8689-65537af4ba7d,駅は____ですか？,どちら,Which way is the station?
509f01f0-714e-4b08-9201-89d07fc17deb,友達が____と言いました。,来る,My friend said they will come.
509f01f0-714e-4b08-9201-89d07fc17deb,明日、先生が____予定です。,来る,The teacher is scheduled to come tomorrow.
509f01f0-714e-4b08-9201-89d07fc17deb,彼はパーティーに____と言っています。,来る,He says he will come to the party.
408e6a10-bd42-4e2d-bbdd-0ff8c37d941b,これとそれは、____がいいですか？,どっち,"Which one is good, this one or that one?"
408e6a10-bd42-4e2d-bbdd-0ff8c37d941b,あなたは、猫と犬の____が好きですか？,どっち,"Which do you like, cats or dogs?"
408e6a10-bd42-4e2d-bbdd-0ff8c37d941b,学校に行くのと家にいるのは、____が楽しいですか？,どっち,"Which is more fun, going to school or staying at home?"
8aca582c-13ff-47c8-af88-b89969ae7fb9,こっちに来てください。,こっち,Please come this way.
8aca582c-13ff-47c8-af88-b89969ae7fb9,こっちの道は安全ですか？,こっち,Is this way safe?
8aca582c-13ff-47c8-af88-b89969ae7fb9,こっちが私の家です。,こっち,This is my house.
1b21a6f8-b8de-41d9-be96-642693701ae4,私は友達に____。,にいく,I will go to my friend.
1b21a6f8-b8de-41d9-be96-642693701ae4,明日、学校に____。,にいく,I will go to school tomorrow.
1b21a6f8-b8de-41d9-be96-642693701ae4,彼は映画を見に____。,にいく,He will go to see a movie.
c242e5ba-b7ad-4433-87cb-43d5bc72e281,公園____遊びます。,で,I play in the park.
c242e5ba-b7ad-4433-87cb-43d5bc72e281,友達____話します。,で,I talk with my friend.
c242e5ba-b7ad-4433-87cb-43d5bc72e281,学校____勉強します。,で,I study at school.
9393d089-119a-4a9c-bac2-3ebbba9957b5,そちらに____がありますか？,そちら,Is there a school over there?
9393d089-119a-4a9c-bac2-3ebbba9957b5,____はとても静かですね。,そちら,"That place is very quiet, isn't it?"
9393d089-119a-4a9c-bac2-3ebbba9957b5,____に行きたいです。,そちら,I want to go to that place.
ffab73fc-7eb1-4138-82ed-6154e6813646,____は学生です。,私,I am a student.
ffab73fc-7eb1-4138-82ed-6154e6813646,____の名前は田中です。,私,My name is Tanaka.
ffab73fc-7eb1-4138-82ed-6154e6813646,____は日本に行きます。,私,I will go to Japan.
6b88fd12-7ac2-4da0-ba9a-fa5d8665df46,____は私の本です。,あれ,That one over there is my book.
6b88fd12-7ac2-4da0-ba9a-fa5d8665df46,____はとても大きいです。,あれ,That one over there is very big.
6b88fd12-7ac2-4da0-ba9a-fa5d8665df46,____が見えますか？,あれ,Can you see that one over there?
8b0f068b-adee-4c70-bbf9-95d8fe79c11b,____の名前は佐藤です。,私,My name is Sato.
8b0f068b-adee-4c70-bbf9-95d8fe79c11b,これは____のかさです。,私,This is my umbrella.
8b0f068b-adee-4c70-bbf9-95d8fe79c11b,____の本です,私,It’s my book.
36a2249b-cc2e-477e-9bcb-488c65548b02,____に行きましょう。,そこ,Let's go there.
36a2249b-cc2e-477e-9bcb-488c65548b02,____はとても静かです。,そこ,That place is very quiet.
36a2249b-cc2e-477e-9bcb-488c65548b02,私は____で友達に会います。,そこ,I will meet my friend there.
07ca35b3-cfa1-4d86-8744-bc16a6099087,____は私の本です。,それ,That one is my book.
07ca35b3-cfa1-4d86-8744-bc16a6099087,____が好きですか？,それ,Do you like that one?
07ca35b3-cfa1-4d86-8744-bc16a6099087,私は____を見ました。,それ,I saw that one.
68343025-23e3-4181-9105-c370322be30d,明日、友達と映画に____。,行く,"Tomorrow, I will go to the movies with my friend."
68343025-23e3-4181-9105-c370322be30d,毎朝、学校に____。,行く,I go to school every morning.
68343025-23e3-4181-9105-c370322be30d,週末に海に____。,行く,I will go to the beach on the weekend.
d077cd09-0c24-4288-b148-2c963dca06cf,____は私の本です。,これ,This one is my book.
d077cd09-0c24-4288-b148-2c963dca06cf,____が好きですか？,これ,Do you like this one?
d077cd09-0c24-4288-b148-2c963dca06cf,____はとても面白い映画です。,これ,This one is a very interesting movie.
1ae2ad3f-62bc-4b5b-a661-56887914aa40,私は____を信じています。,自分,I believe in myself.
1ae2ad3f-62bc-4b5b-a661-56887914aa40,____のことをよく知っています。,自分,I know myself well.
1ae2ad3f-62bc-4b5b-a661-56887914aa40,____を大切にしてください。,自分,Please take care of yourself.
0ae67742-b81e-4fd1-8f95-b520714a2768,彼は学生____、先生ではありません。,が,"He is a student, but he is not a teacher."
0ae67742-b81e-4fd1-8f95-b520714a2768,犬____好きですが、猫も好きです。,が,"I like dogs, but I also like cats."
0ae67742-b81e-4fd1-8f95-b520714a2768,日本語は難しい____、面白いです。,が,"Japanese is difficult, but it is interesting."
c90f3963-c099-455d-8b8e-e1daea5b566e,____が私の友達です。,こちら,This person is my friend.
c90f3963-c099-455d-8b8e-e1daea5b566e,____に来てください。,こちら,Please come this way.
c90f3963-c099-455d-8b8e-e1daea5b566e,____は私の家です。,こちら,This way is my house.
eb61c038-c9bc-45c9-ad94-471216f9cec3,友達と公園に行って、すぐに____。,帰る,I will return home soon after going to the park with my friend.
eb61c038-c9bc-45c9-ad94-471216f9cec3,学校が終わったら、家に____。,帰る,I will go home after school is over.
eb61c038-c9bc-45c9-ad94-471216f9cec3,彼は毎晩仕事の後に____。,帰る,He returns home every evening after work.
6e38476d-4e14-4a66-ab68-fe3fdfa97ce3,あの店は____にあります。,あっち,That store is over there.
6e38476d-4e14-4a66-ab68-fe3fdfa97ce3,彼は____に行きました。,あっち,He went over there.
6e38476d-4e14-4a66-ab68-fe3fdfa97ce3,私の友達は____にいます。,あっち,My friend is over there.
a295a3b8-6f3c-45c2-b624-38f7fffac3b9,あの店は____ですか？,あちら,Is that store over there?
a295a3b8-6f3c-45c2-b624-38f7fffac3b9,____に行きましょう。,あちら,Let's go that way.
a295a3b8-6f3c-45c2-b624-38f7fffac3b9,____に友達がいます。,あちら,I have a friend over there.
0d8c2e9a-99fc-46e1-8e34-cf42a0363029,あなたは____をしますか？,何～,What kind of sports do you play?
0d8c2e9a-99fc-46e1-8e34-cf42a0363029,彼は____が好きです。,何～,He likes what kind of music?
0d8c2e9a-99fc-46e1-8e34-cf42a0363029,私たちは____を買います。,何～,What kind of book are we going to buy?
a1ed2070-1f57-4c06-9e64-2cb6bc6355e6,あの人は____ですか？,どなた,Who is that person?
a1ed2070-1f57-4c06-9e64-2cb6bc6355e6,こちらは____ですか？,どなた,Who is this?
a1ed2070-1f57-4c06-9e64-2cb6bc6355e6,あなたの友達は____ですか？,どなた,Who is your friend?
6bcad63c-e93a-4d2a-889a-49a19ccee049,この中で____が好きですか？,どれ,Which one do you like among these?
6bcad63c-e93a-4d2a-889a-49a19ccee049,あなたは____を選びましたか？,どれ,Which one did you choose?
6bcad63c-e93a-4d2a-889a-49a19ccee049,____が正しいですか？,どれ,Which one is correct?
a15dd67a-b0b1-4f7b-859a-91dcf1eb7d7f,____が来ますか？,誰,Who is coming?
a15dd67a-b0b1-4f7b-859a-91dcf1eb7d7f,あなたは____ですか？,誰,Who are you?
a15dd67a-b0b1-4f7b-859a-91dcf1eb7d7f,____がこの本を読みましたか？,誰,Who read this book?
4e4dcafb-96e4-4a94-ac62-11a133dfd525,学校____行きます。,に,I go to school.
4e4dcafb-96e4-4a94-ac62-11a133dfd525,友達____会います。,に,I meet a friend.
